J0024-7204aa ~ phl+16 ~ * ~ * ~ 0.00184 ~ 0 ~ phl+16 ~ 24.971 ~ 7.0e-03 ~ phl+16 ~ misc ~ 2016 ~ * ~ 0 ~ * ~ * ~ 0 ~ * ~ * ~ * ~ 0 ~ * ~ * ~ * ~ * ~ 0 ~ * ~ * ~ 0 ~ * ~ 305.895 ~ -44.889 ~ 00:24:05.67 ~ 0 ~ mam+06 ~ -72:04:52.62 ~ 0 ~ mam+06 ~ * ~ 0 ~ * ~ * ~ 0 ~ * ~ * ~ 0 ~ * ~ GC:47Tuc,XRS:[bhc+17] ~ -1.543 ~ 7.383 ~ -1.897 ~ * 
J0058-7218 ~ met+21 ~ * ~ * ~ 0.02176610763 ~ 1.9e-10 ~ met+21 ~ * ~ 0 ~ * ~ misc ~ 2021 ~ * ~ 0 ~ * ~ * ~ 0 ~ * ~ * ~ 2.9E-14 ~ 3.0e-15 ~ met+21 ~ 8.03e+11 ~ 1.19e+04 ~ * ~ 0 ~ * ~ * ~ 0 ~ * ~ 302.199 ~ -44.817 ~ 00:58:16.7 ~ 2.0e-01 ~ ofb+11 ~ -72:18:06 ~ 1.0e+00 ~ ofb+11 ~ * ~ 0 ~ * ~ * ~ 0 ~ * ~ * ~ 0 ~ * ~ EXGAL:SMC,XRS:PWN_IKT_16[met+21] ~ -35.836 ~ -14.066 ~ -42.079 ~ * 
