"J2039-3616","RelBin, PTA","2022-06-19-00:38:02","2019-05-14-05:28:11","1132","75","12.6","480.8","6.2"
"J2010-1323","RelBin, PTA","2022-06-19-00:32:42","2019-04-22-08:58:20","1154","76","6.1","229.6","4.3"
"J1946-5403","PTA","2022-06-19-00:26:36","2019-05-14-05:33:24","1132","75","5.6","5.4","4.2"
"J1933-6211","unknown, RelBin, PTA","2022-06-19-00:20:08","2019-02-12-08:01:58","1223","100","27.1","217.7","6.1"
"J1918-0642","RelBin, PTA","2022-06-19-00:14:15","2019-04-23-05:49:29","1153","76","6.2","117.7","4.3"
"J1911-1114","PTA","2022-06-19-00:01:51","2019-05-14-05:04:42","1132","38","6.7","167.8","12.1"
"J1909-3744","unknown, TPA, PTA, GC, ngc6440, RelBin","2022-06-18-23:51:33","2019-02-12-05:03:41","1223","205","25.9","4104","8.5"
"J1903-7051","RelBin, PTA","2022-06-18-23:44:08","2019-03-15-08:33:14","1192","98","34.9","65.6","4.3"
"J1902-5105","RelBin, PTA","2022-06-18-23:39:21","2019-04-16-23:34:38","1160","89","15.9","180.6","4.3"
"J1843-1448","PTA","2022-06-18-23:06:20","2019-04-23-03:16:49","1153","39","14.9","208.8","31.2"
"J1825-0319","PTA","2022-06-18-22:49:57","2019-04-23-03:35:49","1153","72","24.1","68.7","16"
"J1811-2405","RelBin, PTA","2022-06-18-22:45:08","2019-04-03-03:43:18","1173","122","33.3","137.1","4.3"
"J1618-3921","RelBin, PTA","2022-06-17-19:33:59","2019-03-26-23:51:29","1179","38","24.1","85","34.1"
"J1910-5959A","GC, RelBin","2022-06-17-18:33:15","2020-03-01-09:13:00","839","14","19","186.8","60"
"J1600-3053","RelBin, PTA","2022-06-17-16:00:45","2019-03-26-23:20:33","1179","75","6.1","621.5","4.3"
"J1547-5709","PTA","2022-06-17-15:50:02","2019-05-14-04:24:09","1131","74","14.6","60","10.3"
"J1545-4550","RelBin, PTA","2022-06-17-15:45:28","2019-04-03-01:58:20","1172","86","19.1","76.2","4.3"
"J1543-5149","RelBin, PTA","2022-06-17-15:40:58","2019-03-15-05:05:56","1191","94","20","86.8","4.2"
"J1525-5545","RelBin, PTA","2022-06-17-15:29:00","2019-04-16-23:10:16","1158","84","35.3","235.6","11.7"
"J1514-4946","RelBin, PTA","2022-06-17-15:23:16","2019-03-15-06:32:53","1191","47","12.5","47.4","5.5"
"J1455-3330","PTA","2022-06-17-15:14:54","2019-04-16-23:24:50","1158","74","10.7","168.5","8"
"J1446-4701","PTA","2022-06-17-15:10:18","2019-03-08-06:09:55","1198","75","5.4","59.7","4.3"
"J1435-6100","RelBin, PTA","2022-06-17-15:05:41","2019-03-15-03:58:27","1191","86","17.8","31.1","4.3"
"J1431-5740","PTA","2022-06-17-15:00:39","2019-03-08-06:02:56","1198","76","6.1","85.7","4.8"
"J1421-4409","PTA","2022-06-17-14:53:38","2019-04-03-01:34:44","1172","76","8.2","204.6","6.7"
"J1327-0755","RelBin, PTA","2022-06-17-14:43:35","2019-04-22-19:32:45","1152","62","12.4","25.2","9.4"
"J1231-1411","PTA","2022-06-17-14:07:40","2019-04-16-22:36:57","1158","49","23.8","155","35.5"
"J1216-6410","RelBin, PTA","2022-06-17-14:02:35","2019-03-15-04:54:16","1191","80","6.6","177.5","4.3"
"J1125-6014","RelBin, PTA","2022-06-17-13:58:00","2019-04-16-21:38:53","1158","88","19.8","105.6","4.3"
"J1125-5825","PTA","2022-06-17-13:53:32","2019-03-15-04:32:10","1191","78","5.7","147.6","4.3"
"J1103-5403","PTA","2022-06-17-13:44:44","2019-04-16-21:48:09","1158","78","6.9","358.1","8.5"
"J1101-6424","RelBin, PTA","2022-06-17-13:25:05","2019-04-02-23:42:35","1172","87","41.7","134.8","19.3"
"J1045-4509","PTA","2022-06-17-13:20:23","2019-04-02-23:12:46","1172","77","6.5","387.2","4.3"
"J1036-8317","RelBin, PTA","2022-06-17-13:15:32","2019-04-22-15:54:58","1152","90","39.8","54.8","4.3"
